year,month,day,hour,minute,WDIR,WSPD,GST,PRES,WTMP,WVHT
2019,08,25,12,40,297,1.1,1.5,1015.9,15.6,0.92
2019,08,25,15,40,358,0.3,1.1,1017.1,15.5,1.04
2019,08,25,18,40,258,1.9,3.0,1017.5,15.6,0.98
2019,08,25,21,40,255,3.0,4.0,1017.1,15.8,0.99
2019,08,26,00,40,273,3.3,4.9,1015.7,16.1,0.96
2019,08,26,03,40,298,1.8,2.9,1015.4,16.0,1.01
2019,08,26,06,40,275,1.7,2.8,1015.4,16.1,1.12
2019,08,26,09,40,278,1.8,3.2,1014.8,15.5,1.13
2019,08,26,12,40,320,1.1,3.1,1013.8,15.2,1.04
2019,08,26,15,40,323,0.8,1.8,1014.5,15.3,1.08
2019,08,26,18,40,271,2.0,3.3,1014.6,15.7,1.21
2019,08,26,21,40,296,3.4,4.5,1013.4,15.6,1.24
2019,08,27,00,40,283,4.9,6.5,1012.1,16.0,1.16
2019,08,27,03,40,310,3.3,4.9,1012.1,15.7,1.02
2019,08,27,06,40,240,2.1,3.2,1012.2,15.9,1.04
2019,08,27,09,40,259,1.5,2.6,1011.7,16.5,1.28
2019,08,27,12,40,286,0.4,1.4,1011.1,15.9,1.19
2019,08,27,15,40,254,0.3,0.9,1011.9,15.9,1.02
2019,08,27,18,40,234,1.7,2.8,1012.4,16.3,0.92
2019,08,27,21,40,275,1.2,2.0,1012.1,16.4,0.94
2019,08,28,00,40,289,2.9,4.5,1011.0,15.8,0.98
2019,08,28,03,40,290,2.8,4.0,1011.2,15.6,0.95
2019,08,28,06,40,301,1.8,2.8,1012.6,15.7,1.00
2019,08,28,09,40,298,3.0,4.4,1012.5,16.3,0.97
2019,08,28,12,40,265,1.6,2.2,1012.8,16.6,0.84
2019,08,28,15,40,203,1.1,1.7,1014.1,16.2,0.81
2019,08,28,18,40,187,3.3,4.1,1015.8,16.6,0.81
2019,08,28,21,40,217,2.6,3.1,1016.0,16.8,0.82
2019,08,29,00,40,195,3.8,4.7,1015.3,16.8,0.71
2019,08,29,03,40,235,1.8,2.4,1015.2,16.2,0.74
2019,08,29,06,40,227,2.3,2.8,1015.9,15.8,0.66
2019,08,29,09,40,201,2.4,3.1,1016.3,16.3,0.66
2019,08,29,12,40,240,1.9,2.6,1016.5,16.6,0.61
2019,08,29,15,40,254,0.5,1.4,1017.7,16.7,0.65
2019,08,29,18,40,205,1.9,2.2,1019.0,16.2,0.64
2019,08,29,21,40,262,2.1,2.7,1018.5,17.3,0.65
2019,08,30,00,40,257,2.3,2.7,1017.7,18.2,0.60
2019,08,30,03,40,278,5.1,6.3,1017.4,17.3,0.62
2019,08,30,06,40,275,3.2,3.9,1017.1,17.3,0.62
2019,08,30,09,40,332,3.0,3.8,1017.2,17.5,0.60
2019,08,30,12,40,314,4.5,5.8,1017.3,17.6,0.67
2019,08,30,15,40,315,5.4,7.2,1018.2,17.5,0.77
2019,08,30,18,40,302,5.1,6.3,1018.4,17.4,0.69
2019,08,30,21,40,303,6.6,7.7,1017.3,17.5,0.68
2019,08,31,00,40,306,7.2,8.6,1015.7,17.5,0.78
2019,08,31,03,40,302,5.8,7.1,1015.2,17.2,0.73
2019,08,31,06,40,302,6.0,7.3,1015.0,16.8,0.87
2019,08,31,09,40,314,5.9,7.2,1014.6,16.5,0.99
2019,08,31,12,40,308,3.8,4.8,1015.0,16.2,0.85
2019,08,31,15,40,311,3.4,4.3,1015.7,16.3,0.80
2019,08,31,18,40,316,4.4,5.3,1015.8,16.8,0.70
2019,08,31,21,40,313,5.8,7.0,1014.9,17.2,0.70
2019,09,01,00,40,307,6.5,7.9,1013.6,17.0,0.81
2019,09,01,03,40,313,7.3,8.7,1013.1,16.0,1.08
2019,09,01,06,40,313,8.5,10.3,1013.0,15.3,1.31
2019,09,01,09,40,322,7.5,9.1,1013.5,16.2,1.10
2019,09,01,12,40,319,7.6,9.2,1013.8,16.1,1.24
2019,09,01,15,40,323,7.1,8.7,1015.2,15.9,1.07
2019,09,01,18,40,308,6.9,8.1,1015.5,15.8,1.10
2019,09,01,21,40,314,6.3,7.7,1014.8,15.9,1.28
2019,09,02,00,40,305,5.6,6.7,1013.8,16.5,1.23
2019,09,02,03,40,310,6.6,8.0,1013.3,16.1,1.33
2019,09,02,06,40,323,7.3,8.9,1013.6,15.9,1.69
2019,09,02,09,40,325,6.0,7.9,1014.1,15.8,1.61
2019,09,02,12,40,318,7.4,9.0,1014.2,15.8,1.32
2019,09,02,15,40,320,8.8,10.6,1015.2,14.8,1.56
2019,09,02,18,40,317,7.5,9.5,1016.8,15.1,1.65
2019,09,02,21,40,309,8.5,10.4,1016.4,15.3,1.53
2019,09,03,00,40,306,7.0,9.0,1015.3,15.6,1.38
2019,09,03,03,40,295,4.9,6.0,1015.7,15.7,1.27
2019,09,03,06,40,307,6.5,8.1,1016.3,15.7,1.32
2019,09,03,09,40,312,6.5,8.9,1016.1,15.6,1.32
2019,09,03,12,40,317,6.3,8.5,1015.9,15.6,1.16
2019,09,03,15,40,310,8.6,11.1,1016.9,15.6,1.23
2019,09,03,18,40,308,6.9,8.4,1017.0,15.7,1.26
2019,09,03,21,40,310,8.1,10.4,1015.8,15.9,1.20
2019,09,04,00,40,311,9.6,13.2,1014.5,15.8,1.24
2019,09,04,03,40,309,7.5,9.1,1014.1,15.7,1.24
2019,09,04,06,40,318,10.4,12.6,1013.6,15.5,1.73
2019,09,04,09,40,323,9.5,11.5,1012.9,15.2,1.73
2019,09,04,12,40,323,7.5,9.6,1012.6,14.9,1.68
2019,09,04,15,40,331,5.4,7.4,1013.9,15.2,1.84
2019,09,04,18,40,316,6.8,8.5,1014.1,15.4,1.83
2019,09,04,21,40,313,8.6,10.7,1013.3,15.2,1.69
2019,09,05,00,40,313,8.0,10.7,1012.3,14.5,1.71
2019,09,05,03,40,292,4.1,5.5,1012.9,14.9,1.79
2019,09,05,06,40,291,4.2,5.4,1014.1,14.8,1.28
2019,09,05,09,40,312,6.6,8.4,1014.2,14.8,1.47
2019,09,05,12,40,308,5.2,6.7,1014.6,14.7,1.58
2019,09,05,15,40,308,3.5,4.6,1016.5,14.6,1.38
2019,09,05,18,40,288,2.9,3.8,1017.8,14.9,1.13
2019,09,05,21,40,276,3.8,5.0,1017.8,15.3,1.26
2019,09,06,00,40,292,5.8,7.0,1016.8,15.2,1.18
2019,09,06,03,40,289,5.3,6.2,1017.1,14.9,1.08
2019,09,06,06,40,292,4.6,5.7,1017.9,14.7,1.16
2019,09,06,09,40,306,5.2,7.4,1018.0,14.6,1.21
2019,09,06,12,40,301,6.2,8.2,1017.9,14.5,1.24
2019,09,06,15,40,310,6.2,7.7,1019.5,14.5,1.29
2019,09,06,18,40,309,7.1,8.5,1020.8,15.0,1.11
2019,09,06,21,40,304,4.7,5.9,1020.4,15.0,0.97
2019,09,07,00,40,311,5.5,6.8,1018.8,14.6,0.94
2019,09,07,03,40,291,4.9,5.8,1018.4,14.6,1.07
2019,09,07,06,40,300,5.5,8.1,1018.6,15.3,1.06
2019,09,07,09,40,294,7.1,9.0,1018.2,14.6,1.05
2019,09,07,12,40,296,5.0,6.1,1017.9,14.4,1.02
2019,09,07,15,40,288,4.0,5.0,1018.4,14.5,0.95
2019,09,07,18,40,251,4.6,6.2,1018.8,15.5,1.11
2019,09,07,21,40,262,5.6,7.2,1018.2,15.8,1.02
2019,09,08,00,40,283,7.7,9.3,1016.5,14.9,1.24
2019,09,08,03,40,287,9.5,11.8,1016.2,14.5,1.40
2019,09,08,06,40,301,10.5,12.8,1015.9,13.7,1.48
2019,09,08,09,40,300,10.1,12.5,1016.1,13.4,1.33
2019,09,08,12,40,303,10.6,13.1,1016.0,13.3,1.51
2019,09,08,15,40,299,9.5,12.3,1016.9,13.4,1.64
2019,09,08,19,40,316,6.7,8.6,1017.4,13.7,1.53
2019,09,08,22,40,316,6.3,7.8,1016.8,13.9,1.53
2019,09,09,01,40,310,8.2,10.3,1015.5,13.6,1.53
2019,09,09,04,40,311,9.1,11.6,1015.7,13.3,1.79
2019,09,09,07,40,307,7.6,9.3,1015.2,12.6,1.69
2019,09,09,10,40,319,8.6,10.5,1015.1,12.4,1.65
2019,09,09,13,40,308,5.3,6.5,1015.2,12.4,1.58
2019,09,09,16,40,306,5.2,6.2,1016.1,12.5,1.59
2019,09,09,19,40,287,6.7,7.9,1015.7,12.6,1.41
2019,09,09,22,40,287,5.7,6.7,1014.5,12.9,1.24
2019,09,10,01,40,284,4.3,5.0,1013.2,13.0,1.23
2019,09,10,04,40,283,8.2,9.4,1012.9,12.8,1.38
2019,09,10,07,40,287,7.9,9.5,1012.9,12.0,1.37
2019,09,10,10,40,291,8.4,10.1,1012.5,11.7,1.31
2019,09,10,13,40,307,6.3,7.5,1012.5,11.7,1.32
2019,09,10,16,40,322,3.8,5.2,1014.4,11.8,1.39
2019,09,10,19,40,286,7.4,9.0,1014.6,12.1,1.53
2019,09,10,22,40,296,5.1,6.2,1014.2,12.1,1.40
2019,09,11,01,40,332,4.7,6.1,1014.0,11.9,1.77
2019,09,11,04,40,322,7.4,8.9,1014.5,11.6,1.85
2019,09,11,07,40,322,5.9,7.0,1015.2,11.8,1.76
2019,09,11,10,40,312,3.5,4.4,1015.9,11.9,1.60
2019,09,11,13,40,321,2.2,3.1,1016.8,12.2,1.61
2019,09,11,16,40,340,2.1,2.9,1018.7,12.5,1.76
2019,09,11,19,40,339,3.3,4.1,1019.4,12.9,1.55
2019,09,11,22,40,313,6.7,8.1,1018.2,12.8,1.46
2019,09,12,01,40,318,7.8,9.8,1017.1,12.8,1.47
2019,09,12,04,40,312,6.5,8.1,1016.4,12.3,1.62
2019,09,12,07,40,328,2.5,3.4,1016.7,12.1,1.51
2019,09,12,10,40,336,2.6,3.3,1016.7,12.1,1.56
2019,09,12,13,40,316,1.2,1.8,1016.8,12.5,1.23
2019,09,12,16,40,328,1.4,2.0,1018.2,12.7,1.30
2019,09,12,19,40,314,3.1,3.8,1018.2,12.9,1.19
2019,09,12,22,40,304,3.5,4.4,1016.8,13.8,1.35
2019,09,13,01,40,314,5.3,6.9,1015.9,13.2,1.09
2019,09,13,05,40,308,5.3,6.4,1015.7,12.8,1.01
2019,09,13,08,40,294,1.7,2.2,1015.5,12.8,1.08
2019,09,13,11,40,308,1.8,2.3,1015.2,13.0,1.11
2019,09,13,14,40,327,1.8,2.7,1015.8,13.3,1.24
2019,09,13,17,40,314,3.0,3.9,1016.6,14.0,1.17
2019,09,13,20,40,298,4.1,5.0,1015.9,13.2,1.49
2019,09,13,23,40,314,5.3,6.6,1014.9,14.6,1.52
2019,09,14,02,40,316,6.6,8.0,1014.5,14.2,1.35
2019,09,14,05,40,314,5.3,6.9,1014.4,14.4,1.48
2019,09,14,08,40,324,6.0,7.5,1014.6,14.0,1.69
2019,09,14,11,40,317,6.1,7.7,1014.2,13.3,1.65
2019,09,14,14,40,315,7.9,10.4,1015.0,14.2,1.72
2019,09,14,17,40,320,5.8,7.6,1016.1,14.2,1.86
2019,09,14,20,40,301,5.1,6.8,1015.1,14.6,1.81
2019,09,14,23,40,307,7.0,8.3,1014.1,13.4,1.92
2019,09,15,02,40,308,6.1,7.3,1013.0,13.5,1.66
2019,09,15,05,40,307,5.3,7.0,1013.4,13.8,1.37
2019,09,15,08,40,307,3.8,5.0,1013.3,14.0,1.42
2019,09,15,11,40,312,7.0,9.7,1012.6,14.3,1.63
2019,09,15,14,40,299,5.9,7.5,1012.9,14.1,1.41
2019,09,15,17,40,308,2.1,3.0,1013.8,14.3,1.39
2019,09,15,20,40,287,6.4,7.8,1013.0,14.6,1.30
2019,09,15,23,40,275,5.4,6.6,1011.9,14.9,1.13
2019,09,16,02,40,273,2.9,3.6,1012.0,14.9,1.05
2019,09,16,05,40,242,3.8,4.5,1012.0,14.7,1.00
2019,09,16,08,40,245,3.1,3.9,1011.9,14.8,1.09
2019,09,16,11,40,313,5.0,6.1,1012.0,14.7,0.98
2019,09,16,14,40,274,4.0,5.0,1013.8,14.7,1.03
2019,09,16,17,40,275,4.4,5.6,1015.5,14.8,1.06
2019,09,16,20,40,260,3.8,4.6,1016.4,15.3,1.22
2019,09,16,23,40,284,5.0,6.0,1016.1,15.8,1.25
2019,09,17,02,40,304,6.0,7.0,1015.8,15.3,1.31
2019,09,17,05,40,314,4.7,6.1,1016.8,15.2,1.29
2019,09,17,08,40,337,4.3,5.5,1017.2,15.1,1.49
2019,09,17,11,40,310,3.8,5.1,1017.2,15.0,1.53
2019,09,17,14,40,343,3.4,4.3,1018.2,14.8,1.31
2019,09,17,17,40,301,2.2,3.2,1019.0,15.1,1.46
2019,09,17,20,40,286,4.4,5.5,1018.9,15.6,1.40
2019,09,17,23,40,275,4.5,5.8,1017.7,15.9,1.28
2019,09,18,02,40,283,5.3,6.3,1016.4,15.6,1.39
2019,09,18,05,40,281,3.8,5.0,1016.0,15.0,1.21
2019,09,18,08,40,20,0.3,0.8,1015.4,14.9,1.14
2019,09,18,11,40,174,2.6,3.3,1014.0,15.2,1.19
2019,09,18,14,40,190,4.1,5.2,1014.5,15.1,1.18
2019,09,18,17,40,206,3.3,4.2,1015.6,15.2,1.36
2019,09,18,20,40,175,1.3,1.8,1015.7,15.7,1.38
2019,09,18,23,40,273,1.9,2.9,1014.9,15.8,1.35
2019,09,19,02,40,293,4.5,6.1,1014.6,15.7,1.41
2019,09,19,05,40,324,4.3,5.6,1014.9,15.2,1.32
2019,09,19,08,40,304,6.8,8.5,1014.8,15.1,1.46
2019,09,19,11,40,312,6.5,8.2,1014.1,14.7,1.77
2019,09,19,14,40,320,6.0,7.5,1015.2,14.3,1.61
2019,09,19,17,40,322,4.5,5.6,1015.9,14.0,1.49
2019,09,19,20,40,315,5.6,7.1,1015.2,14.3,1.50
2019,09,19,23,40,321,8.0,9.7,1014.6,14.5,1.66
2019,09,20,02,40,322,6.9,8.5,1014.0,14.4,1.85
2019,09,20,05,40,312,5.4,6.9,1014.3,14.2,1.69
2019,09,20,08,40,320,3.8,5.1,1014.2,14.5,1.68
2019,09,20,11,40,325,2.9,4.2,1014.0,14.3,1.61
2019,09,20,14,40,314,2.7,4.0,1014.9,14.9,1.65
2019,09,20,17,40,298,3.3,4.1,1015.9,15.1,1.47
2019,09,20,20,40,290,4.0,5.1,1015.3,15.9,1.40
2019,09,20,23,40,296,3.7,4.8,1014.2,15.9,1.44
2019,09,21,02,40,311,5.3,6.4,1013.7,14.8,1.43
2019,09,21,05,40,295,4.9,6.1,1013.9,14.6,1.53
2019,09,21,08,40,321,4.5,6.1,1014.3,14.4,1.52
2019,09,21,11,40,325,3.1,4.1,1014.2,14.7,1.73
2019,09,21,14,40,331,1.7,2.7,1015.1,14.9,1.40
2019,09,21,17,40,7,1.6,2.2,1015.6,14.6,1.34
2019,09,21,20,40,297,3.9,4.9,1014.5,14.9,1.34
2019,09,21,23,40,305,6.0,7.3,1013.5,14.7,1.22
2019,09,22,02,40,302,6.2,7.6,1013.3,15.0,1.34
2019,09,22,05,40,293,3.7,5.1,1013.8,14.4,1.19
2019,09,22,08,40,312,4.1,5.4,1013.6,14.5,1.37
2019,09,22,11,40,302,6.1,7.9,1013.4,14.8,1.41
2019,09,22,14,40,326,7.8,9.5,1014.6,14.2,1.71
2019,09,22,17,40,290,4.5,6.2,1015.0,14.3,1.60
2019,09,22,20,40,313,7.4,9.2,1014.6,14.4,1.56
2019,09,22,23,40,308,5.8,7.3,1013.8,14.5,1.37
2019,09,23,02,40,318,6.5,8.9,1013.6,14.4,1.65
2019,09,23,05,40,307,7.2,9.8,1014.4,14.4,1.40
2019,09,23,08,40,319,7.9,10.3,1014.5,14.8,1.41
2019,09,23,11,40,314,6.6,8.8,1013.6,14.8,1.17
2019,09,23,14,40,357,5.0,6.4,1014.9,14.8,1.90
2019,09,23,17,40,332,1.9,2.8,1016.7,14.5,1.75
2019,09,23,20,40,309,5.1,6.8,1016.0,14.9,1.76
2019,09,23,23,40,311,7.6,9.4,1015.1,15.0,1.97
2019,09,24,02,40,313,6.9,8.6,1015.3,14.5,2.31
2019,09,24,05,40,324,5.0,6.3,1015.8,14.7,2.39
2019,09,24,08,40,359,1.8,2.7,1016.0,14.4,2.10
2019,09,24,11,40,315,2.8,4.9,1015.9,14.9,2.06
2019,09,24,14,40,295,3.7,5.0,1016.8,14.9,1.75
2019,09,24,17,40,294,1.8,2.7,1016.8,14.7,1.66
2019,09,24,20,40,289,5.3,6.5,1015.3,15.4,1.82
2019,09,24,23,40,289,5.8,7.5,1012.9,15.5,1.69
2019,09,25,02,40,295,4.7,6.3,1011.6,15.6,1.64
2019,09,25,05,40,297,2.1,3.4,1011.2,15.4,1.93
2019,09,25,09,40,62,0.9,2.8,1010.0,15.6,2.08
2019,09,25,12,40,5,1.7,2.7,1009.0,15.4,1.97
2019,09,25,15,40,306,2.9,4.0,1009.8,15.2,1.87
2019,09,25,18,40,306,1.7,3.0,1009.7,15.7,2.11
2019,09,25,21,40,318,5.7,7.2,1007.8,16.1,2.04
2019,09,26,00,40,278,4.8,6.0,1007.4,16.4,2.16
2019,09,26,03,40,303,4.2,5.4,1007.6,16.0,1.73
2019,09,26,06,40,161,2.0,3.8,1008.8,15.9,1.93
2019,09,26,09,40,162,2.2,3.2,1009.4,15.8,1.86
2019,09,26,12,40,163,10.4,13.3,1011.0,15.5,2.07
2019,09,26,15,40,166,9.4,12.4,1013.0,15.0,2.02
2019,09,26,18,40,178,6.0,8.1,1014.9,14.7,2.02
2019,09,26,21,40,193,1.4,2.5,1014.5,14.8,1.85
2019,09,27,00,40,166,3.1,4.6,1013.8,14.8,1.47
2019,09,27,03,40,189,1.8,3.3,1015.0,14.9,1.55
2019,09,27,06,40,186,2.6,3.4,1015.2,15.1,1.47
2019,09,27,09,40,196,2.4,3.3,1015.2,15.0,1.64
2019,09,27,12,40,274,1.7,2.5,1014.8,15.0,1.26
2019,09,27,15,40,279,3.3,4.1,1014.9,14.7,1.29
2019,09,27,18,40,276,4.6,6.3,1014.6,14.7,1.19
2019,09,27,21,40,301,5.5,8.3,1013.0,15.3,1.33
2019,09,28,00,40,292,6.9,9.1,1011.6,15.1,1.52
2019,09,28,03,40,295,7.8,9.9,1010.6,14.9,1.63
2019,09,28,06,40,312,7.3,9.8,1009.6,14.8,1.78
2019,09,28,09,40,311,12.3,15.9,1008.8,14.7,2.80
2019,09,28,12,40,312,12.4,16.0,1008.7,14.5,2.91
2019,09,28,15,40,303,12.0,14.9,1010.1,13.9,2.70
2019,09,28,18,40,305,13.6,17.2,1009.9,13.4,2.70
2019,09,28,21,40,309,12.2,15.5,1009.4,13.3,3.10
2019,09,29,00,40,304,13.3,17.2,1009.6,13.2,2.81
2019,09,29,03,40,304,12.4,16.0,1009.7,13.2,2.36
2019,09,29,06,40,322,10.0,12.3,1011.1,12.9,2.23
2019,09,29,09,40,324,8.3,10.5,1012.4,12.5,2.22
2019,09,29,12,40,307,7.9,10.2,1012.9,12.0,1.90
2019,09,29,15,40,305,4.9,5.9,1014.8,11.7,1.59
2019,09,29,18,40,289,1.9,2.9,1015.3,12.2,1.57
2019,09,29,21,40,241,4.0,4.9,1014.5,12.7,1.75
2019,09,30,00,40,254,4.1,5.3,1013.7,12.6,1.77
2019,09,30,03,40,227,3.0,3.8,1013.3,12.4,1.58
2019,09,30,06,40,290,4.1,5.5,1013.8,12.7,1.52
2019,09,30,09,40,294,2.7,3.7,1014.2,12.5,1.35
2019,09,30,12,40,286,4.0,5.6,1014.7,12.2,1.59
2019,09,30,15,40,288,1.5,2.2,1016.2,12.0,1.44
2019,09,30,18,40,305,2.7,3.5,1017.5,12.3,1.46
2019,09,30,21,40,292,4.4,5.5,1016.9,12.6,1.42
2019,10,01,00,40,299,4.7,5.9,1016.5,12.4,1.51
2019,10,01,03,40,314,7.2,9.0,1016.1,12.3,1.45
2019,10,01,06,40,319,8.5,10.0,1015.6,12.0,1.44
2019,10,01,09,40,326,6.5,8.1,1015.3,11.8,1.33
2019,10,01,12,40,331,5.9,7.1,1015.1,11.8,1.24
2019,10,01,15,40,338,3.2,4.0,1016.3,11.6,1.25
2019,10,01,18,40,319,4.0,5.0,1017.0,11.9,1.06
2019,10,01,21,40,307,6.4,7.6,1016.2,12.6,1.08
2019,10,02,00,40,306,5.4,6.5,1016.0,12.7,0.93
2019,10,02,03,40,319,6.0,7.6,1016.0,12.4,0.96
2019,10,02,06,40,323,7.1,8.5,1016.2,12.0,1.03
2019,10,02,09,40,327,6.7,8.6,1016.6,11.9,1.17
2019,10,02,12,40,312,3.3,4.5,1017.0,11.9,0.95
2019,10,02,15,40,350,2.4,2.9,1018.0,11.9,0.96
2019,10,02,18,40,305,4.1,5.3,1018.7,12.3,0.95
2019,10,02,21,40,315,5.7,6.9,1017.2,12.8,0.92
2019,10,03,00,40,314,7.5,9.0,1016.4,12.6,0.95
2019,10,03,03,40,318,5.5,6.8,1016.4,13.0,0.91
2019,10,03,06,40,316,6.4,7.7,1016.2,12.7,0.98
2019,10,03,09,40,313,7.3,9.2,1015.6,12.5,1.15
2019,10,03,12,40,312,5.5,6.9,1015.7,12.6,1.00
2019,10,03,15,40,304,4.7,5.6,1016.9,12.7,1.01
2019,10,03,18,40,298,6.1,7.5,1017.0,12.8,0.84
2019,10,03,21,40,318,7.9,10.3,1016.4,12.7,1.31
2019,10,04,00,40,305,11.2,14.1,1016.3,12.6,2.10
2019,10,04,03,40,308,13.4,16.7,1017.2,12.7,2.39
2019,10,04,06,40,311,10.5,12.5,1018.6,12.5,1.92
2019,10,04,09,40,318,9.7,12.2,1019.1,12.4,1.66
2019,10,04,12,40,324,8.5,10.1,1019.5,12.3,1.83
2019,10,04,15,40,337,4.8,6.1,1021.2,12.4,1.54
2019,10,04,18,40,308,6.4,7.7,1021.7,12.6,1.54
2019,10,04,21,40,314,6.5,8.0,1021.3,12.6,1.58
2019,10,05,00,40,315,6.4,8.0,1020.9,12.6,1.58
2019,10,05,03,40,328,7.2,8.7,1020.7,12.4,1.71
2019,10,05,06,40,323,7.4,9.1,1020.9,12.1,1.78
2019,10,05,09,40,332,3.4,4.8,1020.6,12.1,1.67
2019,10,05,12,40,325,2.6,3.9,1020.2,12.1,1.71
2019,10,05,15,40,319,2.0,2.9,1021.1,12.3,1.57
2019,10,05,18,40,305,2.8,3.7,1021.5,12.5,1.38
2019,10,05,21,40,308,4.2,5.4,1019.3,12.8,1.40
2019,10,06,00,40,311,5.2,6.3,1018.0,12.8,1.36
2019,10,06,03,40,308,4.1,5.0,1017.5,12.4,1.32
2019,10,06,06,40,330,3.5,4.5,1017.3,12.2,1.37
2019,10,06,09,40,313,1.6,2.5,1016.8,12.5,1.51
2019,10,06,13,40,274,0.5,1.2,1017.1,12.2,1.33
2019,10,06,16,40,103,4.0,5.2,1018.1,12.6,1.34
2019,10,06,19,40,294,1.0,1.7,1017.9,12.7,1.22
2019,10,06,22,40,322,4.9,6.0,1016.2,13.0,1.24
2019,10,07,01,40,319,5.2,6.7,1015.6,12.9,1.12
2019,10,07,04,40,314,3.7,4.4,1015.8,12.7,0.97
2019,10,07,07,40,352,1.8,2.8,1015.9,12.5,0.85
2019,10,07,10,40,293,1.5,2.3,1015.0,13.0,0.85
2019,10,07,13,40,307,2.2,3.0,1015.4,13.3,0.87
2019,10,07,16,40,322,2.1,2.9,1016.2,12.9,1.00
2019,10,07,19,40,291,1.8,2.6,1015.7,13.3,1.08
2019,10,07,22,40,309,3.2,4.0,1014.1,13.5,1.13
2019,10,08,01,40,309,5.0,6.1,1013.1,13.8,1.21
2019,10,08,04,40,295,3.2,4.3,1013.5,13.7,1.17
2019,10,08,07,40,269,3.9,5.4,1013.6,13.6,1.19
2019,10,08,10,40,254,1.3,2.1,1012.6,13.6,1.22
2019,10,08,13,40,246,1.1,1.8,1012.3,13.7,1.24
2019,10,08,16,40,129,1.7,3.0,1012.9,13.7,1.28
2019,10,08,19,40,294,1.8,3.5,1013.3,13.2,1.24
2019,10,08,22,40,306,5.4,6.9,1012.2,13.1,1.39
2019,10,09,01,40,311,9.6,11.4,1010.7,13.4,1.32
2019,10,09,04,40,318,11.1,13.7,1011.5,12.4,2.36
2019,10,09,07,40,322,9.8,12.8,1012.4,12.4,2.22
2019,10,09,10,40,312,13.3,16.2,1012.0,12.5,2.99
2019,10,09,13,40,328,10.4,12.9,1012.9,12.4,2.58
2019,10,09,16,40,317,8.7,11.0,1014.8,12.3,2.34
2019,10,09,19,40,315,9.1,11.1,1014.4,12.5,2.40
2019,10,09,22,40,316,8.5,10.7,1013.0,12.9,2.30
2019,10,10,01,40,319,8.0,10.2,1012.9,12.6,2.27
2019,10,10,04,40,313,6.7,8.6,1013.5,12.8,2.31
2019,10,10,07,40,313,2.8,5.7,1014.1,12.7,2.02
2019,10,10,10,40,355,4.6,5.8,1014.3,12.7,1.77
2019,10,10,14,40,281,0.5,2.5,1015.6,12.7,1.76
2019,10,10,17,40,187,0.3,1.2,1016.6,12.9,1.88
2019,10,10,20,40,268,3.2,4.4,1015.9,13.2,1.74
2019,10,10,23,40,320,5.3,6.7,1015.5,13.2,1.82
2019,10,11,02,40,347,3.4,4.2,1015.3,13.0,1.51
2019,10,11,05,40,310,5.1,6.3,1015.8,13.1,1.44
2019,10,11,08,40,340,3.0,3.9,1016.2,13.0,1.35
2019,10,11,11,40,1,1.7,2.4,1016.1,12.9,1.25
2019,10,11,14,40,73,3.1,4.0,1016.5,12.8,1.29
2019,10,11,17,40,81,4.9,6.0,1017.4,13.0,1.21
2019,10,11,20,40,33,2.4,2.9,1016.2,13.5,1.20
2019,10,11,23,40,323,4.9,6.8,1014.6,14.0,1.24
2019,10,12,02,40,327,4.5,5.5,1014.4,13.6,0.99
2019,10,12,05,40,311,3.7,5.0,1014.7,13.5,0.90
2019,10,12,08,40,328,2.2,2.8,1014.2,13.4,0.85
2019,10,12,11,40,310,3.7,4.4,1013.4,13.2,0.82
2019,10,12,14,40,329,3.3,4.3,1013.8,13.1,0.80
2019,10,12,17,40,282,5.0,6.2,1014.6,13.2,0.67
2019,10,12,20,40,315,2.1,2.8,1013.3,13.4,0.66
2019,10,12,23,40,312,3.9,4.7,1012.1,13.4,0.60
2019,10,13,02,40,302,5.8,6.8,1011.9,13.2,0.57
2019,10,13,05,40,281,3.9,4.7,1012.1,13.2,0.55
2019,10,13,08,40,323,2.5,3.7,1011.8,13.0,0.49
2019,10,13,11,40,313,2.5,3.6,1011.7,13.0,0.53
2019,10,13,14,40,330,3.1,4.5,1011.9,12.8,0.55
2019,10,13,17,40,305,3.0,4.3,1013.3,12.7,0.53
2019,10,13,20,40,272,1.2,2.4,1012.3,13.1,0.52
2019,10,13,23,40,289,3.8,5.0,1012.0,13.5,0.58
2019,10,14,02,40,275,3.3,4.1,1011.9,13.1,0.69
2019,10,14,05,40,292,3.2,4.1,1013.1,12.9,1.30
2019,10,14,08,40,267,2.8,4.3,1013.0,12.7,2.00
2019,10,14,11,40,227,1.9,3.1,1013.4,12.7,2.46
2019,10,14,14,40,102,1.8,3.7,1014.6,12.8,2.20
2019,10,14,17,40,161,1.7,3.7,1016.4,12.9,2.06
2019,10,14,20,40,236,1.9,3.2,1016.3,13.5,2.34
2019,10,14,23,40,306,5.1,7.4,1016.4,12.9,2.02
2019,10,15,02,40,290,3.4,5.9,1016.8,12.7,2.19
2019,10,15,05,40,335,1.9,4.2,1017.7,12.8,1.76
2019,10,15,08,40,299,2.0,4.4,1018.1,13.3,1.74
2019,10,15,11,40,289,0.6,1.6,1018.1,13.5,1.49
2019,10,15,15,40,273,2.1,3.5,1020.3,13.4,1.28
2019,10,15,18,40,321,3.5,4.9,1021.0,13.1,1.22
2019,10,15,21,40,317,0.9,1.7,1018.5,13.5,1.21
