Year,Month,Day,latitude,longitude,Nationality,ShipName,ShipType,VoyageFrom,VoyageTo
1757,4,21,46.4,-14.8,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,4,22,44.53,-16.63,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,4,23,41.95,-17.73,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,4,24,40.32,-18.52,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,4,25,38.77,-18.22,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,4,26,37.88,-17.38,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,4,27,37.08,-18.38,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,4,28,36.3,-19.42,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,4,29,35.03,-20.2,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,4,30,33.43,-21.63,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,1,31.9,-22.72,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,2,30.02,-22.87,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,3,28.92,-24.52,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,4,28.38,-25.65,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,5,28.43,-26.17,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,6,28.15,-27,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,7,28.02,-28.12,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,8,27.45,-29.63,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,9,26.72,-31.53,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,10,26.32,-33.33,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,11,26.08,-34.42,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,12,25.97,-34.95,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,13,25.88,-35.6,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,14,25.58,-36.63,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,15,25.5,-38.57,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,16,25.83,-41.87,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,17,26.3,-44.03,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,18,26.2,-45.93,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,19,26.52,-47.9,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,20,26.8,-50.73,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,21,26.93,-51.92,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,22,26.25,-52.15,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,23,25.52,-52.52,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,24,25.1,-52.7,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,25,24.98,-53.38,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,26,25.05,-54.75,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,27,25.28,-56.52,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,28,25.72,-58.53,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,29,26.3,-60.28,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,30,26.67,-62.15,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,5,31,27,-63.43,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,6,1,27.43,-64.78,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,6,2,27.65,-66.9,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,6,3,27.9,-68.72,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,6,4,28.07,-69.8,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,6,5,29.55,-70.78,BRITISH,ARUNDEL,6TH RATE,CARRICK ROAD,CHARLES TOWN
1757,8,13,32.5,-77.89,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,14,33.1,-75.9,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,15,32.8,-74.67,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,16,32.55,-73.55,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,17,32.85,-72.3,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,18,33.18,-70.7,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,19,33.5,-69.34,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,20,34,-67.84,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,21,34.5,-66.04,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,22,34.82,-64.45,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,23,34.82,-64.02,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,24,34.93,-63.67,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,25,35.68,-62.85,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,26,36.67,-61.75,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,27,37.62,-60.17,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,28,38.17,-57.55,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,29,39.08,-54.92,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,30,39.53,-52.67,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,8,31,39.93,-50.49,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,1,40.45,-49.67,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,2,40.65,-47.05,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,3,40.65,-46.19,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,4,41.43,-45.12,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,5,42.12,-43.64,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,6,42.32,-42.25,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,7,41.9,-40.65,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,8,41.65,-39.75,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,9,42.72,-37.75,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,10,43.18,-35.04,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,11,43.65,-32.8,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,12,44.38,-30.47,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,13,45,-27.97,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,14,45.6,-26.89,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,15,45.25,-26.14,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,16,45.88,-23.59,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,17,45.22,-21.94,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,18,45.67,-20.59,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,19,46.5,-19.49,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,20,46.73,-18.34,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,21,47,-16.67,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,22,48.15,-15.52,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,23,48.98,-15.52,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,24,48.53,-14.47,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,25,48.87,-14.47,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,26,48.15,-14.97,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,27,48.4,-14.6,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,28,48.3,-15.57,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,29,49.12,-14.8,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,9,30,49.12,-14.07,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,10,1,49.68,-13.92,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,10,2,49.13,-13.92,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,10,3,48.15,-14.14,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,10,4,48.27,-13.49,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,10,5,48.58,-11.39,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1757,10,6,49.08,-8.64,BRITISH,ARUNDEL,6TH RATE,CHARLES TOWN,DEPTFORD
1758,10,25,49.28,-5.83,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,10,26,48.57,-7.06,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,10,27,48.87,-9.46,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,10,28,48.92,-9.08,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,10,29,49.27,-8.55,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,10,30,48.63,-8.83,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,10,31,49.28,-8.93,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,1,49.7,-8.5,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,2,49.47,-8.18,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,3,49.58,-9.33,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,4,48.47,-9.5,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,5,47.32,-9.5,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,6,47.4,-11.25,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,7,47.75,-10.71,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,8,47.15,-10.76,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,9,46.85,-11.01,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,10,46.78,-13.51,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,11,46.58,-15.16,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,12,46.58,-16.25,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,13,46.88,-17.55,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,14,47.02,-17.8,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,15,46.52,-18.63,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,16,46.63,-19.7,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,17,46.3,-20.55,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,18,47.05,-20.68,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,19,47.58,-21.25,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,20,46.98,-23.26,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,21,47.68,-23.43,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,22,47.08,-23.85,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,23,46.43,-23.5,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,24,46.17,-23.26,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,25,45.97,-22.71,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,26,44.7,-22.85,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,27,43.62,-23.23,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,28,43.87,-25.6,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,11,29,44.82,-26.01,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,1,44.48,-27.43,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,2,43.77,-27.53,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,3,42.92,-27.63,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,4,42.28,-28.08,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,5,41.78,-28.55,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,6,42.68,-31.16,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,7,42.55,-31.83,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,8,43.25,-34.18,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,9,43.82,-34.9,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,10,44.22,-36.05,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,11,43.67,-36.95,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,12,44.08,-37.83,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,13,44.23,-37.13,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,14,44.7,-36.56,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,15,44.17,-36.68,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,16,43.62,-38.03,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,17,43.95,-36.98,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,18,43.82,-37.68,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,19,43.75,-39,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,20,43.63,-38.36,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,21,42.82,-38.13,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,22,43.3,-38.91,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,23,44.02,-40.76,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,24,43.82,-41.68,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,25,43.15,-43.01,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,26,43.02,-44.31,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,27,44.62,-47.25,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,28,45.37,-49.6,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1758,12,29,45.87,-52.06,BRITISH,ARUNDEL,6TH RATE,SPITHEAD,LOUISBOURG
1759,1,16,45.05,-57.96,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,17,43.75,-57.36,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,18,42.08,-57.18,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,19,42.02,-56.04,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,20,40.95,-55.79,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,21,38.78,-55.79,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,22,36.93,-55.46,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,23,35.97,-55.26,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,24,35.15,-54.31,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,25,33.45,-53.39,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,26,31.65,-51.79,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,27,30.47,-50.49,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,28,29.47,-49.08,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,29,28.33,-47.78,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,30,27.28,-47.13,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,1,31,26.65,-47.43,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,2,1,25.27,-48.14,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,2,2,22.83,-48.88,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,2,3,19.87,-49.83,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,2,4,17.83,-51.73,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,2,5,16.78,-53.58,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,2,6,16.58,-55.89,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,2,7,16.63,-57.98,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,2,8,16.67,-59.03,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1759,2,9,16.73,-61.18,BRITISH,ARUNDEL,6TH RATE,LOUISBOURG,ANTIGUA
1761,6,16,19.43,-62.22,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,17,21.5,-62.22,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,18,23.5,-62.04,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,19,24.9,-61.89,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,20,26.43,-61.89,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,21,28,-61.24,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,22,29.67,-60.56,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,23,31.23,-59.44,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,24,32.67,-58.67,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,25,33.55,-57.44,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,26,34.4,-56.34,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,27,35.27,-54.84,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,28,36.67,-52.67,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,29,37.08,-50.76,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,6,30,37.27,-48.84,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,1,38.57,-46.34,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,2,40.3,-45.01,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,3,42.57,-44.42,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,4,44.43,-43.32,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,5,45,-40.84,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,6,45.2,-38.67,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,7,45.6,-36.17,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,8,46,-33.51,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,9,46.5,-30.51,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,10,46.33,-29.01,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,11,47.02,-26.76,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,12,47.17,-25.92,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,13,47.33,-24.51,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,14,48.42,-22.17,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,15,49.35,-19.17,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,16,49.45,-16.67,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,7,17,49.45,-13.51,BRITISH,ARUNDEL,6TH RATE,ANTIGUA,PORTSMOUTH
1761,12,25,49.42,-4.53,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1761,12,26,49.32,-6.15,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1761,12,27,48.88,-6.3,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1761,12,28,48.33,-6.66,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1761,12,29,49.07,-7.56,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1761,12,30,48.47,-8.85,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1761,12,31,48.27,-11.25,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,1,47.03,-15.48,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,2,45.28,-17.75,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,3,42.85,-17.5,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,4,40.27,-17.7,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,5,38.75,-18.18,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,6,38.82,-18.72,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,7,38.98,-20.53,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,8,38.57,-20.93,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,9,38.4,-21.62,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,10,36.4,-21.2,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,11,33.9,-21.07,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,12,32.07,-20.63,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,13,30.67,-21.48,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,14,29.98,-23.15,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,15,29.08,-25.52,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,16,29.25,-28.62,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,17,29.28,-31.58,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,18,29.35,-34.98,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,19,29.67,-37.25,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,20,29.38,-37.17,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,21,27.8,-37.92,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,22,27.33,-40.18,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,23,27.13,-41.32,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
1762,1,24,27.05,-41.87,BRITISH,ARUNDEL,6TH RATE,TORBAY,HAMPTON ROAD
