Corrosion_Rate,Coastal_Operation,Shipyard_Proximity,Channel_Access,NOx_Emissions,Cabin_Area,Vessel_Age,Port_Distance,Navigation_Aids,Maintenance_Cost,Crew_Ratio,Hull_Strength,Downtime_Percentage,Fuel_Consumption,Vessel_Type
0.01133,30.0,49.3,0,0.428,6.897,54.3,63.4,6,300.0,16.6,391.25,11.38,2.2,Aged
0.01061,30.0,49.3,0,0.428,6.095,65.1,63.4,6,300.0,16.6,394.62,12.4,2.01,Aged
0.01029,30.0,49.3,0,0.428,6.358,52.9,70.4,6,300.0,16.6,372.75,11.22,2.22,Aged
0.01276,30.0,49.3,0,0.428,6.393,7.8,70.4,6,300.0,16.6,374.71,5.19,2.37,Mid-life
0.02061,22.0,58.6,0,0.431,5.593,76.5,79.5,7,330.0,19.1,372.49,12.5,1.76,Aged
0.01913,22.0,58.6,0,0.431,5.605,70.2,79.5,7,330.0,19.1,389.13,18.46,1.85,Aged
0.03398,22.0,58.6,0,0.431,6.108,34.9,80.6,7,330.0,19.1,390.18,9.16,2.43,Aged
0.01966,22.0,58.6,0,0.431,6.226,79.2,80.6,7,330.0,19.1,376.14,10.15,2.05,Aged
0.01644,22.0,58.6,0,0.431,6.433,49.1,78.3,7,330.0,19.1,374.71,9.52,2.45,Aged
0.01907,22.0,58.6,0,0.431,6.718,17.5,78.3,7,330.0,19.1,393.74,6.56,2.62,Aged
0.01403,22.0,58.6,0,0.431,6.487,13.0,74.0,7,330.0,19.1,396.28,5.9,2.44,Mid-life
0.02141,22.0,58.6,0,0.431,6.438,8.9,74.0,7,330.0,19.1,377.07,3.59,2.48,Mid-life
0.00822,22.0,58.6,0,0.431,6.957,6.8,89.1,7,330.0,19.1,386.09,3.53,2.96,Mid-life
0.03689,22.0,58.6,0,0.431,8.259,8.4,89.1,7,330.0,19.1,396.9,3.54,4.28,Mid-life
0.00482,80.0,36.4,0,0.392,6.108,32.0,92.2,1,315.0,16.4,392.89,6.57,2.19,Aged
0.00355,80.0,36.4,0,0.392,5.876,19.1,92.2,1,315.0,16.4,395.18,9.25,2.09,Aged
0.00154,90.0,37.5,0,0.394,7.454,34.2,63.4,3,244.0,15.9,386.34,3.11,4.4,Aged
0.06115,20.0,39.7,0,0.647,8.704,86.9,18.0,5,264.0,13.0,389.7,5.12,5.0,Aged
0.06635,20.0,39.7,0,0.647,7.333,100.0,18.9,5,264.0,13.0,383.29,7.79,3.6,Aged
0.06566,20.0,39.7,0,0.647,6.842,100.0,20.1,5,264.0,13.0,391.93,6.9,3.01,Aged
0.05401,20.0,39.7,0,0.647,7.203,81.8,21.1,5,264.0,13.0,392.8,9.59,3.38,Aged
0.05341,20.0,39.7,0,0.647,7.52,89.4,21.4,5,264.0,13.0,388.37,7.26,4.31,Aged
0.05201,20.0,39.7,0,0.647,8.398,91.5,22.9,5,264.0,13.0,386.86,5.91,4.88,Aged
0.08253,20.0,39.7,0,0.647,7.327,94.5,20.8,5,264.0,13.0,393.42,11.25,3.1,Aged
0.05501,20.0,39.7,0,0.647,7.206,91.6,19.3,5,264.0,13.0,387.89,8.1,3.65,Aged
0.07616,20.0,39.7,0,0.647,5.56,62.8,19.9,5,264.0,13.0,392.4,10.45,2.28,Aged
0.07857,20.0,39.7,0,0.647,7.014,84.6,21.3,5,264.0,13.0,384.07,14.79,3.07,Aged
0.05783,20.0,39.7,0,0.575,8.297,67.0,24.2,5,264.0,13.0,384.54,7.44,5.0,Aged
0.05405,20.0,39.7,0,0.575,7.47,52.6,28.7,5,264.0,13.0,390.3,3.16,4.35,Aged
0.00906,20.0,69.6,1,0.464,5.92,61.5,39.2,3,223.0,18.6,391.34,13.65,2.07,Aged
0.02992,20.0,69.6,0,0.464,5.856,42.1,44.3,3,223.0,18.6,388.65,13.0,2.11,Aged
0.01621,20.0,69.6,0,0.464,6.24,16.3,44.3,3,223.0,18.6,396.9,6.59,2.52,Aged
0.01146,20.0,69.6,0,0.464,6.538,58.7,39.2,3,223.0,18.6,394.96,7.73,2.44,Aged
0.02219,20.0,69.6,1,0.464,7.691,51.8,43.7,3,223.0,18.6,390.77,6.58,3.52,Aged
0.00564,40.0,64.1,1,0.447,6.758,32.9,40.8,4,254.0,17.6,396.9,3.53,3.24,Aged
0.0096,40.0,64.1,0,0.447,6.854,42.8,42.7,4,254.0,17.6,396.9,2.98,3.2,Aged
0.01047,40.0,64.1,1,0.447,7.267,49.0,47.9,4,254.0,17.6,389.25,6.05,3.32,Aged
0.00613,40.0,64.1,1,0.447,6.826,27.6,48.6,4,254.0,17.6,393.45,4.16,3.31,Aged
0.00798,40.0,64.1,0,0.447,6.482,32.1,41.4,4,254.0,17.6,396.9,7.19,2.91,Aged
0.02104,20.0,33.3,0,0.443,6.812,32.2,41.0,5,216.0,14.9,396.9,4.85,3.51,Aged
0.00358,20.0,33.3,0,0.443,7.82,64.5,46.9,5,216.0,14.9,387.31,3.76,4.54,Aged
0.0037,20.0,33.3,0,0.443,6.968,37.2,52.4,5,216.0,14.9,392.23,4.59,3.54,Aged
0.00613,20.0,33.3,1,0.443,7.645,49.7,52.1,5,216.0,14.9,377.07,3.01,4.6,Aged
0.0015,90.0,12.1,1,0.401,7.923,24.8,58.8,1,198.0,13.6,395.52,3.16,5.0,Aged
0.00091,90.0,29.7,0,0.4,7.088,20.8,73.1,1,285.0,15.3,394.72,7.85,3.22,Aged
0.0011,55.0,22.5,0,0.389,6.453,31.9,73.1,1,300.0,15.3,394.72,8.23,2.2,Aged
0.00197,80.0,17.6,0,0.385,6.23,31.5,90.9,1,241.0,18.2,341.6,12.93,2.01,Aged
0.00387,52.5,53.2,0,0.405,6.209,31.3,73.2,6,293.0,16.6,396.9,7.14,2.32,Aged
0.00459,52.5,53.2,0,0.405,6.315,45.6,73.2,6,293.0,16.6,396.9,7.6,2.23,Aged
0.0043,52.5,53.2,0,0.405,6.565,22.9,73.2,6,293.0,16.6,371.72,9.51,2.48,Aged
0.0035,80.0,49.5,0,0.411,6.861,27.9,51.2,4,245.0,19.2,396.9,3.33,2.85,Aged
0.00789,80.0,49.5,0,0.411,7.148,27.7,51.2,4,245.0,19.2,396.9,3.56,3.73,Aged
0.00362,80.0,49.5,0,0.411,6.63,23.4,51.2,4,245.0,19.2,396.9,4.7,2.79,Aged
0.00826,0.0,139.2,0,0.437,6.127,18.4,55.0,4,289.0,16.0,396.9,8.58,2.39,Aged
0.0082,0.0,139.2,0,0.437,6.009,42.3,55.0,4,289.0,16.0,396.9,10.4,2.17,Aged
0.01293,0.0,139.2,0,0.437,6.678,31.1,59.6,4,289.0,16.0,396.9,6.27,2.86,Aged
0.00537,0.0,139.2,0,0.437,6.549,51.0,59.6,4,289.0,16.0,392.85,7.39,2.71,Aged
0.0141,0.0,139.2,0,0.437,5.79,58.0,63.2,4,289.0,16.0,396.9,15.84,2.03,Aged
0.00647,70.0,22.4,0,0.4,6.345,20.1,78.3,5,358.0,14.8,368.24,4.97,2.25,Aged
0.00556,70.0,22.4,0,0.4,7.041,10.0,78.3,5,358.0,14.8,371.58,4.74,2.9,Mid-life
0.00442,70.0,22.4,0,0.4,6.871,47.4,78.3,5,358.0,14.8,390.86,6.07,2.48,Aged
0.00354,34.0,60.9,0,0.433,6.59,40.4,54.9,7,329.0,16.1,395.75,9.5,2.2,Aged
0.00927,34.0,60.9,0,0.433,6.495,18.4,54.9,7,329.0,16.1,383.61,8.67,2.64,Aged
0.01,34.0,60.9,0,0.433,6.982,17.7,54.9,7,329.0,16.1,390.43,4.86,3.31,Aged
0.00552,33.0,21.8,0,0.472,7.236,41.1,40.2,7,222.0,18.4,393.68,6.93,3.61,Aged
0.00548,33.0,21.8,0,0.472,6.616,58.1,33.7,7,222.0,18.4,393.36,8.93,2.84,Aged
0.0075,33.0,21.8,0,0.472,7.42,71.9,31.0,7,222.0,18.4,396.9,6.47,3.34,Aged
0.00493,33.0,21.8,0,0.472,6.849,70.3,31.8,7,222.0,18.4,396.9,7.53,2.82,Aged
0.0493,0.0,99.0,0,0.544,6.635,82.5,33.2,4,304.0,18.4,396.9,4.54,2.28,Aged
0.03494,0.0,99.0,0,0.544,5.972,76.7,31.0,4,304.0,18.4,396.24,9.97,2.03,Aged
0.26355,0.0,99.0,0,0.544,4.973,37.8,25.2,4,304.0,18.4,350.45,12.64,1.61,Aged
0.07904,0.0,99.0,0,0.544,6.122,52.8,26.4,4,304.0,18.4,396.9,5.98,2.21,Aged
0.02617,0.0,99.0,0,0.544,6.023,90.4,28.3,4,304.0,18.4,396.3,11.72,1.94,Aged
0.02694,0.0,99.0,0,0.544,6.266,82.8,32.6,4,304.0,18.4,393.39,7.9,2.16,Aged
0.03692,0.0,99.0,0,0.544,6.567,87.3,36.0,4,304.0,18.4,395.69,9.28,2.38,Aged
0.02536,0.0,99.0,0,0.544,5.705,77.7,39.4,4,304.0,18.4,396.42,11.5,1.62,Aged
0.03183,0.0,99.0,0,0.544,5.914,83.2,40.0,4,304.0,18.4,390.7,18.33,1.78,Aged
0.02452,0.0,99.0,0,0.544,5.782,71.7,40.3,4,304.0,18.4,396.9,15.94,1.98,Aged
0.0402,0.0,99.0,0,0.544,6.382,67.2,35.3,4,304.0,18.4,395.21,10.36,2.31,Aged
0.04755,0.0,99.0,0,0.544,6.113,58.8,40.0,4,304.0,18.4,396.23,12.73,2.1,Aged
0.01676,0.0,73.8,0,0.493,6.426,52.3,45.4,5,287.0,19.6,396.9,7.2,2.38,Aged
0.01816,0.0,73.8,0,0.493,6.376,54.3,45.4,5,287.0,19.6,396.9,6.87,2.31,Aged
0.03511,0.0,73.8,0,0.493,6.041,49.9,47.2,5,287.0,19.6,396.9,7.7,2.04,Aged
0.02839,0.0,73.8,0,0.493,5.708,74.3,47.2,5,287.0,19.6,391.13,11.74,1.85,Aged
0.03411,0.0,73.8,0,0.493,6.415,40.1,47.2,5,287.0,19.6,396.9,6.12,2.5,Aged
0.01919,0.0,73.8,0,0.493,6.431,14.7,54.2,5,287.0,19.6,393.68,5.08,2.46,Mid-life
0.03035,0.0,73.8,0,0.493,6.312,28.9,54.2,5,287.0,19.6,396.9,6.15,2.3,Aged
0.0241,0.0,73.8,0,0.493,6.083,43.7,54.2,5,287.0,19.6,396.9,12.79,2.22,Aged
0.00662,0.0,32.4,0,0.46,5.868,25.8,52.1,4,430.0,16.9,382.44,9.97,1.93,Aged
0.00672,0.0,32.4,0,0.46,6.333,17.2,52.1,4,430.0,16.9,375.21,7.34,2.26,Aged
0.00454,0.0,32.4,0,0.46,6.144,32.2,58.7,4,430.0,16.9,368.57,9.09,1.98,Aged
0.00502,35.0,60.6,0,0.438,5.706,28.4,66.4,1,304.0,16.9,394.02,12.43,1.71,Aged
0.00347,35.0,60.6,0,0.438,6.031,23.3,66.4,1,304.0,16.9,362.25,7.83,1.94,Aged
0.00508,0.0,51.9,0,0.515,6.316,38.1,64.6,5,224.0,20.2,389.71,5.68,2.22,Aged
0.00374,0.0,51.9,0,0.515,6.31,38.5,64.6,5,224.0,20.2,389.4,6.75,2.07,Aged
0.00396,0.0,51.9,0,0.515,6.037,34.5,59.9,5,224.0,20.2,396.9,8.01,2.11,Aged
0.00343,0.0,51.9,0,0.515,5.869,46.3,52.3,5,224.0,20.2,396.9,9.8,1.95,Aged
0.00304,0.0,51.9,0,0.515,5.895,59.6,56.2,5,224.0,20.2,394.81,10.56,1.85,Aged
0.00331,0.0,51.9,0,0.515,6.059,37.3,48.1,5,224.0,20.2,396.14,8.51,2.06,Aged
0.0055,0.0,51.9,0,0.515,5.985,45.4,48.1,5,224.0,20.2,396.9,9.74,1.9,Aged
0.00615,0.0,51.9,0,0.515,5.968,58.5,48.1,5,224.0,20.2,396.9,9.29,1.87,Aged
0.0013,35.0,15.2,0,0.442,7.241,49.3,70.4,1,284.0,15.5,394.74,5.49,3.27,Aged
0.0025,0.0,18.9,0,0.518,6.54,59.7,62.7,1,422.0,15.9,389.96,8.65,1.65,Aged
0.00254,55.0,37.8,0,0.484,6.696,56.4,57.3,5,370.0,17.6,396.9,7.18,2.39,Aged
0.00305,55.0,37.8,0,0.484,6.874,28.1,64.7,5,370.0,17.6,387.97,4.61,3.12,Aged
0.00311,0.0,43.9,0,0.442,6.014,48.5,80.1,3,352.0,18.8,385.64,10.53,1.75,Aged
0.00616,0.0,43.9,0,0.442,5.898,52.3,80.1,3,352.0,18.8,364.61,12.67,1.72,Aged
0.00187,85.0,41.5,0,0.429,6.516,27.7,85.4,4,351.0,17.9,392.43,6.36,2.31,Aged
0.0015,80.0,20.1,0,0.435,6.635,29.7,83.4,4,280.0,17.0,390.94,5.99,2.45,Aged
0.0029,40.0,12.5,0,0.429,6.939,34.5,87.9,1,335.0,19.7,389.85,5.89,2.66,Aged
0.00621,40.0,12.5,0,0.429,6.49,44.4,87.9,1,335.0,19.7,396.9,5.98,2.29,Aged
0.00795,60.0,16.9,0,0.411,6.579,35.9,107.1,4,411.0,18.3,370.78,5.49,2.41,Aged
0.00724,60.0,16.9,0,0.411,5.884,18.5,107.1,4,411.0,18.3,392.33,7.79,1.86,Aged
0.00171,90.0,20.2,0,0.41,6.728,36.1,121.3,5,187.0,17.0,384.46,4.5,3.01,Aged
0.0043,80.0,19.1,0,0.413,5.663,21.9,105.9,4,334.0,22.0,382.8,8.05,1.82,Aged
0.01066,80.0,19.1,0,0.413,5.936,19.5,105.9,4,334.0,22.0,376.04,5.57,2.06,Aged
0.8983,0.0,181.0,1,0.77,6.212,97.4,21.2,24,666.0,20.2,377.73,17.6,1.78,Aged
0.38497,0.0,181.0,1,0.77,6.395,91.0,25.1,24,666.0,20.2,391.34,13.27,2.17,Aged
0.52018,0.0,181.0,1,0.77,6.127,83.4,27.2,24,666.0,20.2,395.43,11.48,2.27,Aged
0.42613,0.0,181.0,0,0.77,6.112,81.3,25.1,24,666.0,20.2,390.74,12.67,2.26,Aged
0.45419,0.0,181.0,0,0.77,6.398,88.0,25.2,24,666.0,20.2,374.56,7.79,2.5,Aged
0.38368,0.0,181.0,0,0.77,6.251,91.1,23.0,24,666.0,20.2,350.65,14.19,1.99,Aged
0.36782,0.0,181.0,0,0.77,5.362,96.2,21.0,24,666.0,20.2,380.79,10.19,2.08,Aged
0.42224,0.0,181.0,1,0.77,5.803,89.0,19.0,24,666.0,20.2,353.04,14.64,1.68,Aged
0.34743,0.0,181.0,1,0.718,8.78,82.9,19.0,24,666.0,20.2,354.55,5.29,2.19,Aged
0.45559,0.0,181.0,0,0.718,3.561,87.9,16.1,24,666.0,20.2,354.7,7.12,2.75,Aged
0.3697,0.0,181.0,0,0.718,4.963,91.4,17.5,24,666.0,20.2,316.03,14.0,2.19,Aged
1.35222,0.0,181.0,0,0.631,3.863,100.0,15.1,24,666.0,20.2,131.42,13.33,2.31,Aged
0.48982,0.0,181.0,0,0.631,4.97,100.0,13.3,24,666.0,20.2,375.52,3.26,5.0,Aged
0.567,0.0,181.0,1,0.631,6.683,96.8,13.6,24,666.0,20.2,375.33,3.73,5.0,Aged
0.65388,0.0,181.0,1,0.631,7.016,97.5,12.0,24,666.0,20.2,392.05,2.96,5.0,Aged
0.92323,0.0,181.0,0,0.631,6.216,100.0,11.7,24,666.0,20.2,366.15,9.53,5.0,Aged
0.82673,0.0,181.0,1,0.668,5.875,89.6,11.3,24,666.0,20.2,347.88,8.88,5.0,Aged
1.11081,0.0,181.0,0,0.668,4.906,100.0,11.7,24,666.0,20.2,396.9,34.77,1.38,Aged
1.84982,0.0,181.0,0,0.668,4.138,100.0,11.4,24,666.0,20.2,396.9,37.97,1.38,Aged
1.96091,0.0,181.0,0,0.671,7.313,97.9,13.2,24,666.0,20.2,396.9,13.44,1.5,Aged
1.5288,0.0,181.0,0,0.671,6.649,93.3,13.4,24,666.0,20.2,363.02,23.24,1.39,Aged
0.98235,0.0,181.0,0,0.671,6.794,98.8,13.6,24,666.0,20.2,396.9,21.24,1.33,Aged
2.36482,0.0,181.0,0,0.671,6.38,96.2,13.9,24,666.0,20.2,396.9,23.69,1.31,Aged
1.78667,0.0,181.0,0,0.671,6.223,100.0,13.9,24,666.0,20.2,393.74,21.78,1.02,Aged
8.89762,0.0,181.0,0,0.671,6.968,91.9,14.2,24,666.0,20.2,396.9,17.21,1.04,Aged
1.58744,0.0,181.0,0,0.671,6.545,99.1,15.2,24,666.0,20.2,396.9,21.08,1.09,Aged
0.9187,0.0,181.0,0,0.7,5.536,100.0,15.8,24,666.0,20.2,396.9,23.6,1.13,Aged
0.79925,0.0,181.0,0,0.7,5.52,100.0,15.3,24,666.0,20.2,396.9,24.56,1.23,Aged
2.00849,0.0,181.0,0,0.7,4.368,91.2,14.4,24,666.0,20.2,285.83,30.63,0.88,Aged
1.68118,0.0,181.0,0,0.7,5.277,98.1,14.3,24,666.0,20.2,396.9,30.81,0.72,Aged
2.43938,0.0,181.0,0,0.7,4.652,100.0,14.7,24,666.0,20.2,396.9,28.28,1.05,Aged
2.25971,0.0,181.0,0,0.7,5.0,89.5,15.2,24,666.0,20.2,396.9,31.99,0.74,Aged
1.43337,0.0,181.0,0,0.7,4.88,100.0,15.9,24,666.0,20.2,372.92,30.62,1.02,Aged
0.81517,0.0,181.0,0,0.7,5.39,98.9,17.3,24,666.0,20.2,396.9,20.85,1.15,Aged
0.69622,0.0,181.0,0,0.7,5.713,97.0,19.3,24,666.0,20.2,394.43,17.11,1.51,Aged
0.5293,0.0,181.0,0,0.7,6.051,82.5,21.7,24,666.0,20.2,378.38,18.76,2.32,Aged
1.15779,0.0,181.0,0,0.7,5.036,97.0,17.7,24,666.0,20.2,396.9,25.68,0.97,Aged
0.86448,0.0,181.0,0,0.693,6.193,92.6,17.9,24,666.0,20.2,396.9,15.17,1.38,Aged
1.33598,0.0,181.0,0,0.693,5.887,94.7,17.8,24,666.0,20.2,396.9,16.35,1.27,Aged
0.87168,0.0,181.0,0,0.693,6.471,98.8,17.3,24,666.0,20.2,391.98,17.12,1.31,Aged
0.5872,0.0,181.0,0,0.693,6.405,96.0,16.8,24,666.0,20.2,396.9,19.37,1.25,Aged
0.7672,0.0,181.0,0,0.693,5.747,98.9,16.3,24,666.0,20.2,393.1,19.92,0.85,Aged
3.83518,0.0,181.0,0,0.693,5.453,100.0,14.9,24,666.0,20.2,396.9,30.59,0.5,Aged
0.99166,0.0,181.0,0,0.693,5.852,77.8,15.0,24,666.0,20.2,338.16,29.97,0.63,Aged
2.50461,0.0,181.0,0,0.693,5.987,100.0,15.9,24,666.0,20.2,396.9,26.77,0.56,Aged
1.42362,0.0,181.0,0,0.693,6.343,100.0,15.7,24,666.0,20.2,396.9,20.32,0.72,Aged
0.95957,0.0,181.0,0,0.693,6.404,100.0,16.4,24,666.0,20.2,376.11,20.31,1.21,Aged
2.48017,0.0,181.0,0,0.693,5.349,96.0,17.0,24,666.0,20.2,396.9,19.77,0.83,Aged
4.15292,0.0,181.0,0,0.693,5.531,85.4,16.1,24,666.0,20.2,329.46,27.38,0.85,Aged
6.79208,0.0,181.0,0,0.693,5.683,100.0,14.3,24,666.0,20.2,384.97,22.98,0.5,Aged
2.07162,0.0,181.0,0,0.659,4.138,100.0,11.8,24,666.0,20.2,370.22,23.34,1.19,Aged
1.19511,0.0,181.0,0,0.659,5.608,100.0,12.9,24,666.0,20.2,332.09,12.13,2.79,Aged
0.74039,0.0,181.0,0,0.597,5.617,97.9,14.5,24,666.0,20.2,314.64,26.4,1.72,Aged
1.44383,0.0,181.0,0,0.597,6.852,100.0,14.7,24,666.0,20.2,179.36,19.78,2.75,Aged
5.11358,0.0,181.0,0,0.597,5.757,100.0,14.1,24,666.0,20.2,2.6,10.11,1.5,Aged
1.40507,0.0,181.0,0,0.597,6.657,100.0,15.3,24,666.0,20.2,35.05,21.22,1.72,Aged
1.8811,0.0,181.0,0,0.597,4.628,100.0,15.5,24,666.0,20.2,28.79,34.37,1.79,Aged
2.86558,0.0,181.0,0,0.597,5.155,100.0,15.9,24,666.0,20.2,210.97,20.08,1.63,Aged
4.57461,0.0,181.0,0,0.693,4.519,100.0,16.6,24,666.0,20.2,88.27,36.98,0.7,Aged
1.80846,0.0,181.0,0,0.679,6.434,100.0,18.3,24,666.0,20.2,27.25,29.05,0.72,Aged
1.08342,0.0,181.0,0,0.679,6.782,90.8,18.2,24,666.0,20.2,21.57,25.79,0.75,Aged
2.59406,0.0,181.0,0,0.679,5.304,89.1,16.5,24,666.0,20.2,127.36,26.64,1.04,Aged
7.35341,0.0,181.0,0,0.679,5.957,100.0,18.0,24,666.0,20.2,16.45,20.62,0.88,Aged
1.18123,0.0,181.0,0,0.718,6.824,76.5,17.9,24,666.0,20.2,48.45,22.74,0.84,Aged
1.10874,0.0,181.0,0,0.718,6.411,100.0,18.6,24,666.0,20.2,318.75,15.02,1.67,Aged
0.70226,0.0,181.0,0,0.718,6.006,95.3,18.7,24,666.0,20.2,319.98,15.7,1.42,Aged
1.20482,0.0,181.0,0,0.614,5.648,87.6,19.5,24,666.0,20.2,291.55,14.1,2.08,Aged
0.70504,0.0,181.0,0,0.614,6.103,85.1,20.2,24,666.0,20.2,2.52,23.29,1.34,Aged
0.87921,0.0,181.0,0,0.584,5.565,70.6,20.6,24,666.0,20.2,3.65,17.16,1.17,Aged
1.58603,0.0,181.0,0,0.679,5.896,95.4,19.1,24,666.0,20.2,7.68,24.39,0.83,Aged
1.22472,0.0,181.0,0,0.584,5.837,59.7,20.0,24,666.0,20.2,24.65,15.69,1.02,Aged
3.76619,0.0,181.0,0,0.679,6.202,78.7,18.6,24,666.0,20.2,18.82,14.52,1.09,Aged
0.73671,0.0,181.0,0,0.679,6.193,78.1,19.4,24,666.0,20.2,96.73,21.52,1.1,Aged
0.93389,0.0,181.0,0,0.679,6.38,95.6,19.7,24,666.0,20.2,60.72,24.08,0.95,Aged
0.84921,0.0,181.0,0,0.584,6.348,86.1,20.5,24,666.0,20.2,83.45,17.64,1.45,Aged
1.00623,0.0,181.0,0,0.584,6.833,94.3,20.9,24,666.0,20.2,81.33,19.69,1.41,Aged
0.6444,0.0,181.0,0,0.584,6.425,74.8,22.0,24,666.0,20.2,97.95,12.03,1.61,Aged
0.55811,0.0,181.0,0,0.713,6.436,87.9,23.2,24,666.0,20.2,100.19,16.22,1.43,Aged
1.39134,0.0,181.0,0,0.713,6.208,95.0,22.2,24,666.0,20.2,100.63,15.17,1.17,Aged
1.11604,0.0,181.0,0,0.74,6.629,94.6,21.2,24,666.0,20.2,109.85,23.27,1.34,Aged
1.44208,0.0,181.0,0,0.74,6.461,93.3,20.0,24,666.0,20.2,27.49,18.05,0.96,Aged
1.51772,0.0,181.0,0,0.74,6.152,100.0,19.1,24,666.0,20.2,9.32,26.45,0.87,Aged
1.36781,0.0,181.0,0,0.74,5.935,87.9,18.2,24,666.0,20.2,68.95,34.02,0.84,Aged
0.93906,0.0,181.0,0,0.74,5.627,93.9,18.2,24,666.0,20.2,396.9,22.88,1.28,Aged
2.20511,0.0,181.0,0,0.74,5.818,92.4,18.7,24,666.0,20.2,391.45,22.11,1.05,Aged
0.97242,0.0,181.0,0,0.74,6.406,97.2,20.7,24,666.0,20.2,385.96,19.52,1.71,Aged
0.56664,0.0,181.0,0,0.74,6.219,100.0,20.0,24,666.0,20.2,395.69,16.59,1.84,Aged
0.99665,0.0,181.0,0,0.74,6.485,100.0,19.8,24,666.0,20.2,386.73,18.85,1.54,Aged
1.28023,0.0,181.0,0,0.74,5.854,96.6,19.0,24,666.0,20.2,240.52,23.79,1.08,Aged
1.06718,0.0,181.0,0,0.74,6.459,94.8,19.9,24,666.0,20.2,43.06,23.98,1.18,Aged
0.62881,0.0,181.0,0,0.74,6.341,96.4,20.7,24,666.0,20.2,318.01,17.79,1.49,Aged
0.99248,0.0,181.0,0,0.74,6.251,96.6,22.0,24,666.0,20.2,388.52,16.44,1.26,Aged
0.93291,0.0,181.0,0,0.713,6.185,98.7,22.6,24,666.0,20.2,396.9,18.13,1.41,Aged
0.7526,0.0,181.0,0,0.713,6.417,98.3,21.8,24,666.0,20.2,304.21,19.31,1.3,Aged
0.67177,0.0,181.0,0,0.713,6.749,92.6,23.2,24,666.0,20.2,0.32,17.44,1.34,Aged
0.54411,0.0,181.0,0,0.713,6.655,98.2,23.6,24,666.0,20.2,355.29,17.73,1.52,Aged
0.50902,0.0,181.0,0,0.713,6.297,91.8,23.7,24,666.0,20.2,385.09,17.27,1.61,Aged
0.82481,0.0,181.0,0,0.713,7.393,99.3,24.5,24,666.0,20.2,375.87,16.74,1.78,Aged
0.95136,0.0,181.0,0,0.713,6.728,94.1,25.0,24,666.0,20.2,6.68,18.71,1.49,Aged
0.47524,0.0,181.0,0,0.713,6.525,86.5,24.4,24,666.0,20.2,50.92,18.13,1.41,Aged
0.46688,0.0,181.0,0,0.713,5.976,87.9,25.8,24,666.0,20.2,10.48,19.01,1.27,Aged
0.82006,0.0,181.0,0,0.713,5.936,80.3,27.8,24,666.0,20.2,3.5,16.94,1.35,Aged
0.77522,0.0,181.0,0,0.713,6.301,83.7,27.8,24,666.0,20.2,272.21,16.23,1.49,Aged
0.68012,0.0,181.0,0,0.713,6.081,84.4,27.2,24,666.0,20.2,396.9,14.7,2.0,Aged
0.48121,0.0,181.0,0,0.713,6.701,90.0,26.0,24,666.0,20.2,255.23,16.42,1.64,Aged
0.36931,0.0,181.0,0,0.713,6.376,88.4,25.7,24,666.0,20.2,391.43,14.65,1.77,Aged
0.66549,0.0,181.0,0,0.713,6.317,83.0,27.3,24,666.0,20.2,396.9,13.99,1.95,Aged
0.58212,0.0,181.0,0,0.713,6.513,89.9,28.0,24,666.0,20.2,393.82,10.29,2.02,Aged
0.78393,0.0,181.0,0,0.655,6.209,65.4,29.6,24,666.0,20.2,396.9,13.22,2.14,Aged
0.31636,0.0,181.0,0,0.655,5.759,48.2,30.7,24,666.0,20.2,334.4,14.13,1.99,Aged
0.3775,0.0,181.0,0,0.655,5.952,84.7,28.7,24,666.0,20.2,22.01,17.15,1.9,Aged
0.44223,0.0,181.0,0,0.584,6.003,94.5,25.4,24,666.0,20.2,331.29,21.32,1.91,Aged
1.55757,0.0,181.0,0,0.58,5.926,71.0,29.1,24,666.0,20.2,368.74,18.13,1.91,Aged
1.30751,0.0,181.0,0,0.58,5.713,56.7,28.2,24,666.0,20.2,396.9,14.76,2.01,Aged
0.43488,0.0,181.0,0,0.58,6.167,84.0,30.3,24,666.0,20.2,396.9,16.29,1.99,Aged
0.40384,0.0,181.0,0,0.532,6.229,90.7,31.0,24,666.0,20.2,395.33,12.87,1.96,Aged
0.35687,0.0,181.0,0,0.58,6.437,75.0,29.0,24,666.0,20.2,393.37,14.36,2.32,Aged
0.46469,0.0,181.0,0,0.614,6.98,67.6,25.3,24,666.0,20.2,374.68,11.66,2.98,Aged
0.80558,0.0,181.0,0,0.584,5.427,95.4,24.3,24,666.0,20.2,352.58,18.14,1.38,Aged
0.63931,0.0,181.0,0,0.584,6.162,97.4,22.1,24,666.0,20.2,302.76,24.1,1.33,Aged
0.48714,0.0,181.0,0,0.614,6.484,93.6,23.1,24,666.0,20.2,396.21,18.68,1.67,Aged
1.50234,0.0,181.0,0,0.614,5.304,97.3,21.0,24,666.0,20.2,349.48,24.91,1.2,Aged
1.0233,0.0,181.0,0,0.614,6.185,96.7,21.7,24,666.0,20.2,379.7,18.03,1.46,Aged
1.43337,0.0,181.0,0,0.614,6.229,88.0,19.5,24,666.0,20.2,383.32,13.11,2.14,Aged
0.5824,0.0,181.0,0,0.532,6.242,64.7,34.2,24,666.0,20.2,396.9,10.74,2.3,Aged
0.57082,0.0,181.0,0,0.532,6.75,74.9,33.3,24,666.0,20.2,393.07,7.74,2.37,Aged
0.57312,0.0,181.0,0,0.532,7.061,77.0,34.1,24,666.0,20.2,395.28,7.01,2.5,Aged
